country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Uruguay,URY,2021-03-09,122383.0,122383.0,,21817.0,12764.0,3.52,3.52,,3674.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-10,147546.0,147546.0,,25163.0,13325.0,4.25,4.25,,3836.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-11,169884.0,169884.0,,22338.0,15236.0,4.89,4.89,,4386.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-12,192434.0,192434.0,,22550.0,17144.0,5.54,5.54,,4935.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-13,202768.0,202768.0,,10334.0,18620.0,5.84,5.84,,5360.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-14,202768.0,202768.0,,0.0,18620.0,5.84,5.84,,5360.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-15,212601.0,212601.0,,9833.0,16005.0,6.12,6.12,,4607.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Uruguay,URY,2021-03-16,215780.0,215780.0,,3179.0,13342.0,6.21,6.21,,3841.0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://monitor.uruguaysevacuna.gub.uy/
Venezuela,VEN,2021-02-17,0.0,0.0,,,,0.0,0.0,,,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-18,,,,,31.0,,,,1.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-19,,,,,31.0,,,,1.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-20,,,,,31.0,,,,1.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-21,,,,,31.0,,,,1.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-22,157.0,157.0,,,31.0,0.0,0.0,,1.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-23,,,,,227.0,,,,8.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-24,,,,,366.0,,,,13.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-25,,,,,534.0,,,,19.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-26,,,,,701.0,,,,25.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-27,,,,,869.0,,,,31.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-02-28,,,,,1036.0,,,,36.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-03-01,,,,,1204.0,,,,42.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-03-02,,,,,1204.0,,,,42.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-03-03,,,,,1204.0,,,,42.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Venezuela,VEN,2021-03-04,12194.0,12194.0,,,1204.0,0.04,0.04,,42.0,Sputnik V,Government of Venezuela,https://www.semana.com/mundo/articulo/y-el-carvativir-venezuela-solo-ha-vacunado-a-unas-12000-personas-contra-el-coronavirus/202126/
Vietnam,VNM,2021-03-07,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-08,377.0,377.0,,377.0,377.0,0.0,0.0,,4.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-09,522.0,522.0,,145.0,261.0,0.0,0.0,,3.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-10,955.0,955.0,,433.0,318.0,0.0,0.0,,3.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-11,1585.0,1585.0,,630.0,396.0,0.0,0.0,,4.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-12,5248.0,5248.0,,3663.0,1050.0,0.01,0.01,,11.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-13,10041.0,10041.0,,4793.0,1674.0,0.01,0.01,,17.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-14,11605.0,11605.0,,1564.0,1658.0,0.01,0.01,,17.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-15,15865.0,15865.0,,4260.0,2213.0,0.02,0.02,,23.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Vietnam,VNM,2021-03-16,20695.0,20695.0,,4830.0,2882.0,0.02,0.02,,30.0,Oxford/AstraZeneca,Government of Vietnam,https://tuoitre.vn/tren-20-000-nguoi-da-tiem-vac-xin-ngua-covid-19-sang-17-3-khong-co-ca-mac-moi-20210317061543497.htm
Wales,OWID_WLS,2020-12-13,8257.0,8257.0,,,,0.26,0.26,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-14,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-15,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-16,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-17,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-18,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-19,,,,,2257.0,,,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-20,24056.0,24056.0,,,2257.0,0.76,0.76,,716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-21,,,,,2190.0,,,,695.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-22,,,,,2122.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-23,,,,,2055.0,,,,652.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-24,,,,,1987.0,,,,630.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-25,,,,,1920.0,,,,609.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-26,,,,,1852.0,,,,587.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-27,36551.0,36551.0,,,1785.0,1.16,1.16,,566.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-28,,,,,1820.0,,,,577.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-29,,,,,1856.0,,,,589.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-30,,,,,1891.0,,,,600.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2020-12-31,,,,,1927.0,,,,611.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-01,,,,,1962.0,,,,622.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-02,,,,,1998.0,,,,634.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-03,50783.0,50756.0,27.0,,2033.0,1.61,1.61,0.0,645.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-04,,,,,2464.0,,,,782.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-05,,,,,2894.0,,,,918.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-06,,,,,3325.0,,,,1055.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-07,,,,,3756.0,,,,1191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-08,,,,,4187.0,,,,1328.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-09,,,,,4617.0,,,,1464.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-10,86118.0,86039.0,79.0,,5048.0,2.73,2.73,0.0,1601.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-11,91336.0,91239.0,97.0,5218.0,5072.0,2.9,2.89,0.0,1609.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-12,101479.0,101371.0,108.0,10143.0,5800.0,3.22,3.22,0.0,1840.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-13,113094.0,112973.0,121.0,11615.0,6738.0,3.59,3.58,0.0,2137.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-14,126504.0,126375.0,129.0,13410.0,7933.0,4.01,4.01,0.0,2516.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-15,,,,,8423.0,,,,2672.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-16,,,,,8913.0,,,,2827.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-17,151938.0,151737.0,201.0,,9403.0,4.82,4.81,0.01,2982.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-18,162197.0,161932.0,265.0,10259.0,10123.0,5.14,5.14,0.01,3211.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-19,176186.0,175816.0,370.0,13989.0,10672.0,5.59,5.58,0.01,3385.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-20,190831.0,190435.0,396.0,14645.0,11105.0,6.05,6.04,0.01,3522.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-21,212732.0,212317.0,415.0,21901.0,12318.0,6.75,6.73,0.01,3907.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-22,241016.0,240547.0,469.0,28284.0,15148.0,7.64,7.63,0.01,4804.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-23,265054.0,264538.0,516.0,24038.0,17371.0,8.41,8.39,0.02,5510.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-24,271376.0,270833.0,543.0,6322.0,17063.0,8.61,8.59,0.02,5412.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-25,290147.0,289566.0,581.0,18771.0,18279.0,9.2,9.18,0.02,5798.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-26,312944.0,312305.0,639.0,22797.0,19537.0,9.93,9.91,0.02,6197.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-27,336745.0,336071.0,674.0,23801.0,20845.0,10.68,10.66,0.02,6611.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-28,362970.0,362253.0,717.0,26225.0,21463.0,11.51,11.49,0.02,6807.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-29,378950.0,378200.0,750.0,15980.0,19705.0,12.02,12.0,0.02,6250.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-30,404249.0,403463.0,786.0,25299.0,19885.0,12.82,12.8,0.02,6307.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-01-31,417147.0,416306.0,841.0,12898.0,20824.0,13.23,13.2,0.03,6605.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-01,440706.0,439640.0,1066.0,23559.0,21508.0,13.98,13.94,0.03,6822.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-02,463657.0,462497.0,1160.0,22951.0,21530.0,14.71,14.67,0.04,6829.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-03,491786.0,490570.0,1216.0,28129.0,22149.0,15.6,15.56,0.04,7025.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-04,524677.0,523042.0,1635.0,32891.0,23101.0,16.64,16.59,0.05,7327.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-05,559468.0,556997.0,2471.0,34791.0,25788.0,17.74,17.67,0.08,8179.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-06,592228.0,589622.0,2606.0,32760.0,26854.0,18.78,18.7,0.08,8517.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-07,606768.0,603976.0,2792.0,14540.0,27089.0,19.24,19.16,0.09,8592.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-08,632251.0,628760.0,3491.0,25483.0,27364.0,20.05,19.94,0.11,8679.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-09,659106.0,655419.0,3687.0,26855.0,27921.0,20.9,20.79,0.12,8856.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-10,687892.0,684097.0,3795.0,28786.0,28015.0,21.82,21.7,0.12,8886.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-11,719954.0,715944.0,4010.0,32062.0,27897.0,22.83,22.71,0.13,8848.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-12,753669.0,749445.0,4224.0,33715.0,27743.0,23.9,23.77,0.13,8799.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-13,776224.0,771651.0,4573.0,22555.0,26285.0,24.62,24.47,0.15,8337.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Wales,OWID_WLS,2021-02-14,790211.0,784809.0,5402.0,13987.0,26206.0,25.06,24.89,0.17,8312.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
